M_SNC_MST_RCNT_ACT_OPN,TOT_HI_CRDT_CRDT_LMT,RATIO_BAL_TO_HI_CRDT,AGRGT_BAL_ALL_XCLD_MRTG,N_OF_SATISFY_FNC_REV_ACTS,AVG_BAL_ALL_FNC_REV_ACTS,N_BANK_INSTLACTS,N_FNC_INSTLACTS,N_SATISFY_INSTL_ACTS,TOT_INSTL_HI_CRDT_CRDT_LMT,M_SNC_MSTRCNT_MRTG_ACT_UPD,N_SATISFY_PRSNL_FNC_ACTS,TOT_OTHRFIN_HICRDT_CRDTLMT,N_BC_ACTS_OPN_IN_12M,N_BC_ACTS_OPN_IN_24M,AVG_BAL_ALL_PRM_BC_ACTS,N_RETAIL_ACTS_OPN_IN_24M,RATIO_RETAIL_BAL2HI_CRDT,N_30D_RATINGS,N_30D_AND_60D_RATINGS,PRCNT_OF_ACTS_NEVER_DLQNT,N_ACTS_90D_PLS_LTE_IN_6M,N_DEROG_PUB_RECS,N_INQUIRIES,N_FNC_ACTS_VRFY_IN_12M,N_OPEN_REV_ACTS,N_FNC_ACTS_OPN_IN_12M,HI_RETAIL_CRDT_LMT,N_PUB_REC_ACT_LINE_DEROGS,AUTO_HI_CRDT_2_ACTUAL,MRTG_1_MONTHLY_PAYMENT,PREM_BANKCARD_CRED_LMT,AGE,D_DEPTCARD,D_REGION_A,D_REGION_B,D_REGION_C,D_NA_M_SNC_MST_RCNT_ACT_OPN,D_NA_AVG_BAL_ALL_FNC_REV_ACTS,D_NA_M_SNCOLDST_BNKINSTL_ACTOPN,D_NA_M_SNC_OLDST_MRTG_ACT_OPN,D_NA_M_SNC_MST_RCNT_MRTG_DEAL,D_NA_RATIO_PRSNL_FNC_BAL2HICRDT,PURCHASE
7,115600,80.1,7693,2,381,4,4,1,7700,0,0,9600,0,0,2494.41434114311,0,11.4912303766143,0,0,100,0,0,0,3,2,1,0,0,8000,739,0,52,0,0,1,0,0,0,0,0,1,1,0
25,172000,2,884,0,1767.19720263553,0,0,0,0,0,0,127000,0,0,0,0,11.4912303766143,1,1,87.5,0,0,0,1,5,0,0,0,0,1435,23000,51,0,1,0,0,0,1,1,0,1,1,0
10,6200,3.1,192,0,1767.19720263553,1,0,0,0,0.664687749743121,0,0,1,3,2494.41434114311,0,11.4912303766143,0,0,100,0,0,3,0,4,0,0,0,0,0,0,61,0,1,0,0,0,1,0,1,1,1,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,21,0,0,0,0,0,20,0,0,0,47,0,0,0,0,1,1,1,1,1,1,0
22,11869,29.8,3532,1,0,0,0,0,0,0.664687749743121,1,0,0,0,0,0,11.4912303766143,0,0,100,0,0,1,1,5,0,0,0,0,0,0,58,0,1,0,0,0,0,1,1,1,0,0
65,6600,16.8,1108,0,1767.19720263553,1,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,19.4,29,37,38.5,0,0,1,0,8,0,500,0,0,0,0,37,1,0,0,1,0,1,0,1,1,1,0
34,233025,11.4,5593,2,2797,0,0,0,0,0,0,15000,0,0,0,0,11.4912303766143,0,0,100,0,0,0,2,3,0,0,0,0,1528,34000,41,0,0,0,0,0,0,1,0,1,1,0
3,212422,54.2,38358,2,2798,0,6,2,36788,1,3,36788,0,0,10313,2,0,44,54,74.1,0,0,3,5,8,1,1000,0,0,1151,0,56,1,0,0,0,0,0,1,0,0,0,1
8,247365,90.7,13031,0,1767.19720263553,6,3,1,11186,1,1,0,0,1,2494.41434114311,0,0,16,22,50,8,0,28,2,5,2,500,9,0,341,0,83,1,0,0,1,0,1,0,0,0,1,0
20,57448,49.8,6121,0,1767.19720263553,3,6,2,11299,0,0,11299,0,0,2494.41434114311,0,0,4,4,70.6,2,0,6,2,1,0,1000,4,0,197,0,65,0,1,0,0,0,1,0,0,0,1,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,1,0,0,0,0,0,0,0,0,72,0,1,0,0,1,1,1,1,1,1,0
1,223292,33,66,0,1767.19720263553,0,2,0,0,1,0,223092,1,1,2494.41434114311,0,11.4912303766143,15,25,33.3,0,0,6,1,1,0,0,2,0,1571,0,83,0,0,1,0,0,1,1,0,0,1,0
4,4075,91.6,3734,0,1767.19720263553,0,1,1,3775,0.664687749743121,0,0,1,1,2494.41434114311,0,11.4912303766143,2,9,14.3,0,0,7,0,2,0,0,6,0,0,0,48,0,0,0,1,0,1,1,1,1,1,0
1,89929,4.4,3936,0,1767.19720263553,1,0,0,0,0.664687749743121,0,0,0,2,151,0,11.4912303766143,0,0,92.3,0,0,0,0,8,0,0,0,0,1200,25000,69,1,0,1,0,0,1,0,0,1,1,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,1,0,0,0,0,0,0,0,0,63,0,0,0,0,1,1,1,1,1,1,1
17,11500,10.7,1233,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,1233,1,0,0,0,100,0,0,0,0,3,0,1500,0,0,0,0,59,0,0,1,0,0,1,1,1,1,1,1
185,5000,0,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,100,0,0,0,0,1,0,0,0,0,564,0,40,0,1,0,0,0,1,1,0,1,1,0
4,200,223,446,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,1,1,2494.41434114311,0,11.4912303766143,1,2,0,1,0,4,0,1,0,0,6,0,0,0,65,0,1,0,0,0,1,1,1,1,1,0
2,33643,99.7,32884,1,1767.19720263553,0,2,1,30902,0.664687749743121,2,0,1,2,2494.41434114311,0,11.4912303766143,1,1,90,0,1,3,1,4,1,0,1,0,338,0,29,0,0,0,1,0,1,1,0,1,0,1
5,5457,6.3,346,0,1767.19720263553,1,1,0,0,0.664687749743121,0,0,1,1,2494.41434114311,0,6.5,35,41,44.7,1,0,17,0,13,1,1500,3,0,0,0,75,0,0,1,0,0,1,0,0,0,1,1
246,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,100,0,0,0,0,0,0,0,0,0,0,0,52,0,1,0,0,0,1,1,1,1,1,0
3,6688,24.6,1648,0,1767.19720263553,2,0,2,2688,0.664687749743121,0,0,3,3,2494.41434114311,1,0,0,0,100,0,0,6,0,4,0,300,0,0,0,0,70,1,0,0,0,0,1,0,1,1,1,0
10,162158,47.4,12960,1,0,0,1,1,15417,1,1,500,1,1,2494.41434114311,0,11.4912303766143,0,0,90,0,1,1,2,6,0,0,3,0,882,0,75,0,1,0,0,0,0,1,0,1,0,0
7,61073,75.1,45842,4,1650,1,5,2,25273,0.664687749743121,2,19837,0,4,2494.41434114311,2,21.4,17,26,93.7,0,0,4,6,13,2,4400,0,0,2494,0,62,1,0,0,1,0,0,0,0,1,0,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,2,0,0,0,0,0,0,0,0,37,0,0,0,1,1,1,1,1,1,1,0
26,900,80.7,726,0,1767.19720263553,3,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,80.7,3,4,50,0,0,6,0,1,0,900,6,0,0,0,53,1,1,0,0,0,1,0,1,1,1,0
15,2058192,67.8,302728,2,86758,0,6,2,40100,0,4,99100,0,0,19262,0,0,5,6,87.5,1,0,16,9,16,0,1500,1,17500,2765,15300,51,1,1,0,0,0,0,1,0,0,1,0
4,10000,0,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,1,1,0,0,11.4912303766143,0,0,100,0,0,0,0,2,0,0,0,0,0,0,30,0,0,0,1,0,1,1,1,1,1,1
12,992750,24.6,2833,1,0,0,1,0,0,0,1,0,1,1,2494.41434114311,0,4.3,2,2,75,0,0,1,1,8,0,1500,0,0,3027,0,80,1,1,0,0,0,0,1,0,0,0,1
3,399600,3.5,75472,1,0,0,5,0,0,1,1,253600,1,1,629,0,0,0,0,100,0,0,1,2,9,0,2500,0,0,421,16500,63,1,0,0,0,0,0,1,0,1,0,1
5,1149325,61.9,17772,1,222,3,1,1,10125,0,2,285400,0,0,10141,1,0,1,1,97.3,0,2,16,5,4,2,1000,2,36427,744,12500,62,1,0,1,0,0,0,0,0,0,1,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,1,0,0,0,0,0,1,0,0,0,46,0,0,0,1,1,1,1,1,1,1,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,2,0,0,0,0,0,2,0,0,0,41,0,1,0,0,1,1,1,1,1,1,0
64,5000,0,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,100,0,0,0,0,1,0,0,0,0,0,0,70,0,0,0,1,0,1,1,1,1,1,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,3,0,0,0,0,9,0,0,0,62,0,0,0,1,1,1,1,1,1,1,0
36,0,36.0950602704023,0,0,1767.19720263553,0,1,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,100,0,1,0,0,0,0,0,1,0,0,0,74,0,1,0,0,0,1,1,1,1,1,0
154,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,100,0,0,0,0,0,0,0,0,0,294,0,36,0,0,0,0,0,1,1,0,1,1,0
5,105245,20.7,21778,0,1767.19720263553,1,5,1,21196,0.664687749743121,0,0,0,0,151,0,11.4912303766143,0,0,100,0,0,2,0,16,1,0,0,21196,0,16000,100,0,1,0,0,0,1,0,1,1,1,1
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,1,0,0,0,0,0,0,0,0,66,0,1,0,0,1,1,1,1,1,1,0
8,167451,20.7,111467,0,1767.19720263553,3,0,1,25751,0.664687749743121,0,0,0,0,2157,0,11.4912303766143,0,0,100,0,0,2,0,5,0,0,0,0,932,15000,36,0,0,0,0,0,1,0,0,1,1,0
22,41012,55.2,22620,1,1767.19720263553,1,2,1,28812,0.664687749743121,0,28812,0,1,155,0,11.4912303766143,0,0,100,0,0,1,1,3,0,0,0,0,333,0,49,0,1,0,0,0,1,0,0,1,1,0
17,111907,60.3,43234,1,0,4,2,1,80293,0.664687749743121,1,0,0,2,2494.41434114311,1,82.7,12,14,76.5,0,0,11,2,7,0,15307,0,0,0,19000,82,1,0,0,1,0,0,0,1,1,0,0
61,0,36.0950602704023,0,0,1767.19720263553,0,2,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,62.5,0,0,3,0,2,0,0,3,0,0,0,77,0,0,0,1,0,1,1,1,1,1,0
29,33200,0.9,303,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,152,0,11.4912303766143,0,0,100,0,0,0,0,3,0,0,0,0,0,12000,63,0,0,0,1,0,1,1,1,1,1,1
12,14189,95.2,13508,0,1767.19720263553,0,6,1,13475,0.664687749743121,1,0,0,0,2494.41434114311,0,11.4912303766143,0,0,40,3,0,11,2,0,1,0,10,0,1225,0,51,0,1,0,0,0,1,1,1,1,0,0
1,164694,42.3,23901,2,884,1,3,4,43824,0,1,20636,0,0,2494.41434114311,0,11.4912303766143,0,0,100,0,0,1,4,4,2,0,0,12330,874,0,89,0,0,0,1,0,0,0,0,1,0,0
3,32400,34.6,11201,0,1767.19720263553,0,2,0,0,0.664687749743121,0,0,1,2,7145,1,12.8,0,0,94.1,0,0,1,0,11,0,8300,0,0,0,16000,40,1,0,0,1,0,1,1,0,1,1,0
35,40000,0.9,348,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,174,0,0,0,0,100,0,0,0,0,5,0,4000,0,0,0,22000,57,1,0,0,0,0,1,1,0,1,1,0
15,37466,8.3,1868,0,1767.19720263553,0,1,0,0,0.664687749743121,0,0,0,1,401,0,11.4912303766143,0,0,100,0,0,0,0,5,0,0,0,0,0,12800,66,0,1,0,0,0,1,1,1,1,1,1
11,128367,14.4,1924,0,1767.19720263553,0,0,0,0,1,0,0,0,0,2494.41434114311,0,9.4,0,0,100,0,0,9,0,7,0,6300,0,0,449,0,79,1,0,0,1,0,1,1,0,1,1,0
148,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,2,4,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,1,0,1,1,1,1,1,0
14,1755,94.4,1657,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,1,2494.41434114311,0,11.4912303766143,0,0,100,0,0,4,0,2,0,0,4,0,0,0,31,0,0,0,1,0,1,1,1,1,1,0
49,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,100,0,0,0,0,1,0,0,0,0,0,0,54,0,1,0,0,0,1,1,1,1,1,0
1,300,37.7,113,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,1,37.7,0,0,100,0,0,0,0,1,0,300,0,0,0,0,86,1,0,0,0,0,1,1,1,1,1,0
36,0,36.0950602704023,0,0,1767.19720263553,0,1,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,1,0,1,1,1,1,1,0
4,191796,13.2,31523,1,0,0,1,0,0,0.664687749743121,0,2500,0,2,0,2,0,0,0,94.4,0,0,3,1,8,0,3800,0,0,0,0,21,0,0,0,0,0,0,1,1,1,1,1
20,155808,55.5,44356,2,731,6,8,5,78088,0,4,300,0,0,2494.41434114311,0,81.7,17,17,51.6,0,0,3,4,9,0,800,6,26632,924,0,67,1,1,0,0,0,0,0,0,0,0,0
103,5600,0,0,1,0,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,100,0,0,0,1,1,0,0,0,0,0,0,46,0,0,0,0,0,0,1,1,1,1,0
81,0,36.0950602704023,0,0,1767.19720263553,3,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,5,5,33.3,0,1,3,0,0,0,0,2,0,0,0,44,0,0,0,0,0,1,0,1,1,1,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,0,0,0,0,0,2,0,0,0,49,0,0,0,1,1,1,1,1,1,1,0
7,775500,7.9,437789,1,0,1,4,1,290000,0,1,2500,1,1,1514,0,11.4912303766143,0,0,100,0,0,1,2,5,0,0,0,11169,2345,13000,55,0,0,1,0,0,0,0,0,1,1,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,0,0,0,0,0,5,0,0,0,63,0,1,0,0,1,1,1,1,1,1,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,1,0,0,0,0,0,0,0,0,75,0,1,0,0,1,1,1,1,1,1,0
27,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,100,0,0,0,0,0,0,0,0,0,0,0,43,0,0,1,0,0,1,1,1,1,1,0
36,5500,0,0,1,0,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,1,2,85.7,0,0,0,1,3,0,0,1,0,0,0,30,0,0,1,0,0,0,1,1,1,1,0
13,4100,72.1,2958,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,1,2494.41434114311,0,11.4912303766143,1,1,50,0,0,0,0,2,0,0,0,0,0,0,77,0,1,0,0,0,1,1,1,1,1,0
10,52752,61.4,32396,0,1767.19720263553,4,0,2,49789,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,10,13,26.3,5,0,10,1,0,1,0,13,0,554,0,46,0,0,0,1,0,1,0,1,1,0,0
22,39102,15,5851,0,1767.19720263553,2,2,1,25302,0.664687749743121,1,0,0,0,694,0,11.4912303766143,1,1,91.7,0,0,0,1,2,0,0,0,0,476,13000,42,0,0,0,0,0,1,0,0,1,0,1
33,145763,18.5,49490,0,1767.19720263553,4,4,2,21463,0.664687749743121,0,6199,0,0,104,0,11.4912303766143,0,0,92.9,0,0,1,1,4,0,0,0,15264,347,23000,100,0,0,1,0,0,1,0,0,1,1,0
27,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,50,0,0,3,0,0,0,0,12,0,0,0,40,0,1,0,0,0,1,1,1,1,1,0
10,341323,7,12002,0,1767.19720263553,1,0,0,0,0,0,0,0,0,1758,3,4,0,0,97.6,1,0,1,0,23,0,10000,1,0,940,10000,54,1,0,0,1,0,1,0,0,1,1,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,0,0,0,0,0,0,0,0,0,51,0,1,0,0,1,1,1,1,1,1,0
1,101795,6.2,4143,0,1767.19720263553,0,3,2,61195,0.664687749743121,0,61195,1,1,0,0,11.4912303766143,0,0,100,0,0,1,2,7,0,0,0,0,1356,14400,66,0,1,0,0,0,1,1,0,1,1,0
2,50790,86.4,43878,0,1767.19720263553,11,0,8,41990,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,6,10,62.5,0,0,1,0,4,0,0,0,0,0,0,48,0,0,1,0,0,1,0,1,1,1,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,1,0,0,0,0,1,0,0,0,65,0,0,0,0,1,1,1,1,1,1,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,0,0,0,0,0,1,0,0,0,48,0,0,0,0,1,1,1,1,1,1,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,1,0,0,0,0,0,1,0,0,0,59,0,1,0,0,1,1,1,1,1,1,0
21,15100,2.6,400,0,1767.19720263553,1,1,0,0,0.664687749743121,0,0,0,1,2494.41434114311,0,0,0,0,91.7,0,0,0,0,9,0,3000,1,0,0,0,51,1,0,0,0,0,1,0,1,1,1,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,1,0,0,0,0,0,0,0,0,68,0,0,0,1,1,1,1,1,1,1,0
6,0,36.0950602704023,0,0,1767.19720263553,0,2,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,0,2,0,8,0,0,1,0,11,14774,0,0,42,0,1,0,0,0,1,1,1,1,1,0
19,211134,32.3,68260,1,37,4,2,4,105434,0.664687749743121,1,31341,0,2,1550,0,6.3,0,0,96.8,0,0,0,3,15,0,1000,0,29841,0,10500,76,1,0,1,0,0,0,0,1,1,0,0
151,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,0,1,1,0,0,0,0,0,4,0,0,0,58,0,0,1,0,0,1,1,1,1,1,0
32,26037,40.1,10444,0,1767.19720263553,1,2,1,21537,0.664687749743121,1,0,0,0,2494.41434114311,0,11.4912303766143,0,0,100,0,0,0,1,1,0,0,0,0,501,0,95,0,0,0,0,0,1,0,0,1,0,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,0,0,0,0,0,1,0,0,0,83,0,1,0,0,1,1,1,1,1,1,0
1,147834,38,27516,2,938,5,1,2,29416,3,1,800,0,0,0,0,0,11,13,92.3,0,0,6,3,9,1,4800,0,0,0,0,47,0,1,0,0,0,0,0,0,1,1,1
12,123600,0,0,2,0,0,3,0,0,0.664687749743121,0,9000,1,1,0,1,0,1,1,96.6,0,0,0,2,21,0,5000,0,0,0,0,32,0,0,0,0,0,0,1,1,1,1,1
14,80200,0.1,80,0,1767.19720263553,0,1,0,0,0.664687749743121,0,0,0,1,0,1,0,3,6,81.2,1,0,1,0,12,0,4000,0,0,0,10000,24,1,0,0,1,0,1,1,1,1,1,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,0,0,0,0,0,0,0,0,0,58,0,0,1,0,1,1,1,1,1,1,0
4,85830,24.5,16161,0,1767.19720263553,1,1,2,18130,1,0,3075,0,0,93,1,0,0,0,100,0,0,5,1,8,0,3900,0,3075,222,12500,72,1,0,1,0,0,1,0,0,1,1,0
129,4200,0,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,100,0,0,0,0,1,0,0,0,0,0,0,33,0,0,1,0,0,1,1,1,1,1,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,0,0,0,0,0,1,0,0,0,32,0,0,0,0,1,1,1,1,1,1,0
16,1350,59.7,806,1,0,2,9,0,750,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,3,3,78.6,1,1,3,2,1,0,0,4,0,0,0,100,0,1,0,0,0,0,0,1,1,0,0
5,155500,42.6,10015,0,1767.19720263553,1,2,0,0,1,0,132000,1,3,2978,0,11.4912303766143,0,0,100,0,0,3,1,3,0,0,0,0,1095,10500,35,0,0,0,0,0,1,0,0,1,1,0
2,97600,21.4,9789,3,49,0,2,0,0,1,0,57500,1,1,0,1,4.5,0,0,100,0,0,3,3,8,0,5100,0,0,101,11500,46,1,0,0,1,0,0,1,0,1,1,1
10,609,100,609,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,33.3,2,1,3,1,0,1,0,4,0,0,0,38,0,0,1,0,0,1,1,1,1,0,0
12,5641,1.2,703,2,1767.19720263553,0,0,0,0,0.664687749743121,1,0,1,3,2494.41434114311,0,11.4912303766143,0,0,100,0,0,2,0,7,0,0,0,0,0,0,71,0,1,0,0,0,1,1,1,1,1,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,0,0,0,0,0,2,0,549,0,25,0,0,0,1,1,1,1,1,1,1,0
