M_SNC_MST_RCNT_ACT_OPN,TOT_HI_CRDT_CRDT_LMT,RATIO_BAL_TO_HI_CRDT,AGRGT_BAL_ALL_XCLD_MRTG,N_OF_SATISFY_FNC_REV_ACTS,AVG_BAL_ALL_FNC_REV_ACTS,N_BANK_INSTLACTS,N_FNC_INSTLACTS,N_SATISFY_INSTL_ACTS,TOT_INSTL_HI_CRDT_CRDT_LMT,M_SNC_MSTRCNT_MRTG_ACT_UPD,N_SATISFY_PRSNL_FNC_ACTS,TOT_OTHRFIN_HICRDT_CRDTLMT,N_BC_ACTS_OPN_IN_12M,N_BC_ACTS_OPN_IN_24M,AVG_BAL_ALL_PRM_BC_ACTS,N_RETAIL_ACTS_OPN_IN_24M,RATIO_RETAIL_BAL2HI_CRDT,N_30D_RATINGS,N_30D_AND_60D_RATINGS,PRCNT_OF_ACTS_NEVER_DLQNT,N_ACTS_90D_PLS_LTE_IN_6M,N_DEROG_PUB_RECS,N_INQUIRIES,N_FNC_ACTS_VRFY_IN_12M,N_OPEN_REV_ACTS,N_FNC_ACTS_OPN_IN_12M,HI_RETAIL_CRDT_LMT,N_PUB_REC_ACT_LINE_DEROGS,AUTO_HI_CRDT_2_ACTUAL,MRTG_1_MONTHLY_PAYMENT,PREM_BANKCARD_CRED_LMT,AGE,D_DEPTCARD,D_REGION_A,D_REGION_B,D_REGION_C,D_NA_M_SNC_MST_RCNT_ACT_OPN,D_NA_AVG_BAL_ALL_FNC_REV_ACTS,D_NA_M_SNCOLDST_BNKINSTL_ACTOPN,D_NA_M_SNC_OLDST_MRTG_ACT_OPN,D_NA_M_SNC_MST_RCNT_MRTG_DEAL,D_NA_RATIO_PRSNL_FNC_BAL2HICRDT,PURCHASE
86,0,36.0950602704023,0,0,1767.19720263553,0,1,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,1,1,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,1,0,1,1,1,1,1,0
109,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,0,0,3,2,0,0,0,0,6,0,0,0,44,0,0,0,0,0,1,1,1,1,1,0
6,188134,50.9,22447,0,1767.19720263553,1,3,1,18723,0,0,162723,2,2,0,1,19.7,0,0,94.1,0,0,2,2,6,1,1300,0,14875,0,13500,28,1,1,0,0,0,1,0,0,1,1,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,2,0,0,0,0,0,0,0,0,68,0,0,0,1,1,1,1,1,1,1,0
409,200,0,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,100,0,0,0,0,1,0,0,0,0,0,0,37,0,0,1,0,0,1,1,1,1,1,0
12,86400,1.6,1405,0,1767.19720263553,1,0,0,0,0.664687749743121,0,0,1,2,351,3,0,0,0,100,0,0,2,0,19,0,3100,0,0,0,17600,60,1,0,0,1,0,1,0,1,1,1,0
15,35698,44.3,15800,0,1767.19720263553,0,0,1,12698,0.664687749743121,0,0,0,0,1683,0,11.4912303766143,0,0,100,0,0,1,0,2,0,0,0,0,0,23000,46,1,0,0,1,0,1,1,1,1,1,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,1,1,1,1,1,1,0
9,20795,80.4,16721,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,1,3,3373,0,11.4912303766143,4,7,62.5,0,0,2,0,5,0,0,0,0,0,0,89,1,0,0,0,0,1,1,1,1,1,0
6,55834,37.7,21068,0,1767.19720263553,2,0,0,0,0.664687749743121,0,0,0,2,6147,1,18.5,0,0,100,0,0,2,0,10,0,6000,0,0,0,15000,72,1,0,0,0,0,1,0,1,1,1,1
8,74887,4,2971,2,42,1,1,0,0,0.664687749743121,1,2300,1,2,526,2,3.6,0,0,96.4,0,0,1,2,19,1,4000,0,0,0,10000,44,1,0,0,0,0,0,0,1,1,0,1
18,1100,0,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,1,2494.41434114311,0,11.4912303766143,0,0,100,0,0,0,0,1,0,0,0,0,0,0,47,0,0,0,0,0,1,1,1,1,1,0
11,226807,47.3,180497,0,82947,7,9,3,141840,0.664687749743121,0,84327,0,2,2494.41434114311,3,0,35,52,36.8,2,1,12,7,5,0,1500,7,6287,0,0,37,1,0,0,0,0,0,0,0,0,0,0
27,344287,5.5,208516,1,1767.19720263553,2,2,0,0,0.664687749743121,1,0,0,0,742,0,0,4,4,85.7,1,0,0,0,17,0,500,1,0,1155,15700,43,1,1,0,0,0,1,0,0,1,1,0
4,355229,84.1,118200,5,2804,0,7,4,34529,0,2,38938,0,0,10806,0,42.3,0,0,100,0,0,3,8,19,2,3300,0,8259,777,25000,36,1,1,0,0,0,0,1,0,1,0,0
6,88912,4.2,41577,1,1665,4,3,1,40412,0.664687749743121,1,0,0,1,39,0,0,0,0,95.2,0,0,0,1,8,1,900,0,0,0,0,66,0,0,0,1,0,0,0,0,1,0,1
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,0,0,0,0,0,1,0,0,0,43,0,1,0,0,1,1,1,1,1,1,0
3,127900,63.9,43357,0,1767.19720263553,0,0,0,0,1,0,0,1,1,5906,1,0,0,0,100,0,0,0,0,5,0,1500,0,0,0,11500,42,1,0,0,0,0,1,1,0,1,1,0
5,112911,6.8,7639,0,1767.19720263553,0,3,0,0,0.664687749743121,0,0,1,2,2,0,0,2,2,94.9,0,0,5,0,14,1,500,0,0,1418,10000,72,1,0,1,0,0,1,1,0,1,1,1
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,0,0,0,0,0,1,0,0,0,78,0,0,1,0,1,1,1,1,1,1,0
5,241900,15.6,135549,2,0,2,1,0,0,0.664687749743121,1,15000,1,2,3330,0,0,0,0,96.8,1,0,2,1,16,0,1500,1,0,682,23000,63,1,0,1,0,0,0,0,0,1,1,0
13,92742,13.8,12807,0,1767.19720263553,0,0,2,15374,0.664687749743121,0,0,0,1,1060,0,0,2,2,93.7,0,0,3,0,8,0,10000,0,0,723,10800,45,1,0,1,0,0,1,1,1,1,1,0
13,3300,92.3,3047,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,1,2494.41434114311,0,11.4912303766143,2,2,33.3,0,0,0,0,2,0,0,0,0,0,0,69,0,0,1,0,0,1,1,1,1,1,0
1,170272,88.4,59572,1,5445,1,10,4,61422,1,4,102850,0,0,2494.41434114311,0,11.4912303766143,26,33,45.5,0,0,44,6,2,5,0,3,17213,774,0,59,0,1,0,0,0,0,0,0,0,0,1
14,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,0,0,0,2,0,0,0,0,3,0,0,0,42,0,0,1,0,0,1,1,1,1,1,0
10,0,36.0950602704023,0,0,1767.19720263553,5,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,28.6,0,0,4,0,0,0,0,10,0,0,0,99,0,0,0,1,0,1,0,1,1,1,0
25,27711,100,27711,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,1,2,0,1,0,2,0,0,0,0,2,0,0,0,39,0,1,0,0,0,1,1,1,1,1,0
2,4346,7.8,338,0,1767.19720263553,0,1,0,0,0.664687749743121,0,0,0,2,2494.41434114311,1,0,1,1,75,0,0,6,0,3,0,2000,0,0,0,0,34,1,0,0,0,0,1,1,1,1,1,0
17,209157,33.2,19656,0,1767.19720263553,6,0,2,32857,0,0,0,0,0,2,0,0,0,0,100,0,0,0,0,9,0,2500,0,0,1074,14000,68,1,0,0,1,0,1,0,0,1,1,1
5,46217,45,20788,1,1767.19720263553,2,2,2,22717,0.664687749743121,2,15518,0,0,0,0,0,0,0,100,0,0,1,2,6,2,500,0,15518,567,23000,28,1,0,0,1,0,1,0,0,1,0,0
133,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,100,0,0,0,0,0,0,0,0,0,0,0,45,0,1,0,0,0,1,1,1,1,1,0
9,138554,24.6,12490,0,1767.19720263553,2,1,1,15169,0,0,0,1,1,2276,0,11.4912303766143,0,0,100,0,0,0,0,6,0,0,0,0,725,11300,100,0,0,0,1,0,1,0,0,1,1,0
8,10442,77.8,8121,0,1767.19720263553,1,10,1,9042,0.664687749743121,1,0,1,1,2494.41434114311,0,0,0,0,72.2,1,0,20,1,1,1,1400,4,0,0,0,38,1,0,1,0,0,1,0,1,1,0,0
25,74693,5.5,18667,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,17580,0,11.4912303766143,0,0,100,0,0,0,0,1,0,0,0,0,0,0,79,0,0,0,1,0,1,1,1,1,1,1
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,0,0,0,0,0,1,0,0,0,58,0,1,0,0,1,1,1,1,1,1,0
8,325042,3.8,6187,7,146,0,4,1,28842,0,3,3500,0,2,362,0,1.4,0,0,100,0,0,2,6,27,1,1200,0,0,1179,12500,48,1,0,0,1,0,0,1,0,1,0,0
7,22600,0,0,1,0,0,1,0,0,0.664687749743121,1,0,0,0,0,0,0,0,0,100,0,0,1,1,3,1,4200,0,0,0,0,41,0,1,0,0,0,0,1,1,1,1,1
62,0,36.0950602704023,0,0,1767.19720263553,1,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,0,0,0,7,0,0,0,0,1,0,0,0,79,0,0,1,0,0,1,0,1,1,1,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,1,0,0,0,0,0,0,0,0,54,0,0,0,0,1,1,1,1,1,1,0
223,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,100,0,0,0,0,0,0,0,0,0,0,0,62,0,1,0,0,0,1,1,1,1,1,0
70,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40,0,1,0,0,0,1,1,1,1,1,0
22,0,36.0950602704023,0,0,1767.19720263553,1,0,0,0,0.664687749743121,0,0,0,1,2494.41434114311,0,11.4912303766143,2,3,0,0,0,1,0,0,0,0,1,0,0,0,74,0,0,1,0,0,1,0,1,1,1,0
9,51189,74.1,37947,0,1767.19720263553,1,8,1,30494,0.664687749743121,0,30494,0,0,2494.41434114311,0,24.1,5,5,86.4,0,0,7,1,8,1,4000,0,0,0,0,78,0,0,0,0,0,1,0,1,1,1,1
13,93600,21.4,8199,0,1767.19720263553,1,0,0,0,0,0,0,0,1,2733,0,0,0,0,100,0,0,0,0,6,0,600,0,0,583,12100,24,1,0,1,0,0,1,0,0,1,1,0
7,107369,72.9,85708,0,1767.19720263553,1,1,2,68169,0.664687749743121,0,43625,0,1,8442,2,0,1,2,91.7,0,0,1,1,13,1,1500,1,0,314,12000,29,1,1,0,0,0,1,0,0,1,1,0
21,10000,0,0,0,1767.19720263553,0,2,0,0,0.664687749743121,0,0,0,1,2494.41434114311,0,11.4912303766143,0,0,100,0,0,0,0,3,0,0,0,0,65,0,51,0,1,0,0,0,1,1,1,1,1,1
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,1,0,0,0,0,0,0,0,0,41,0,0,1,0,1,1,1,1,1,1,1
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,0,0,0,0,0,16,0,0,0,60,0,0,0,0,1,1,1,1,1,1,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,1,1,1,1,1,1,1,0
23,0,36.0950602704023,0,0,1767.19720263553,0,1,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,50,0,0,7,0,0,0,0,5,0,0,0,70,0,0,1,0,0,1,1,1,1,1,0
6,453250,6.6,6209,1,0,0,0,0,0,0,1,15000,0,1,1552,1,0,0,0,100,0,0,2,2,12,0,3900,0,0,2821,29000,33,1,1,0,0,0,0,1,0,1,1,0
34,30700,20.9,6401,3,1767.19720263553,2,1,0,0,0.664687749743121,0,0,0,0,6401,0,11.4912303766143,0,0,100,0,0,1,0,7,0,0,0,0,0,20000,22,0,0,0,0,0,1,0,1,1,1,0
6,24004,27.1,6508,0,1767.19720263553,5,10,1,20304,0.664687749743121,1,0,0,0,2494.41434114311,0,0,30,40,59.5,1,0,12,1,5,1,1600,12,20304,0,0,70,1,0,1,0,0,1,0,0,0,0,0
156,200,0,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,100,0,0,0,0,1,0,0,0,0,0,0,50,0,0,0,0,0,1,1,1,1,1,0
28,57500,6.1,3529,1,151,0,0,0,0,0.664687749743121,0,2500,0,0,1689,0,11.4912303766143,1,1,75,0,0,1,1,3,0,0,0,0,0,35000,51,0,0,0,0,0,0,1,1,1,1,0
6,7898,92.8,7327,0,1767.19720263553,0,1,1,7898,0.664687749743121,0,7898,0,0,2494.41434114311,0,11.4912303766143,0,0,100,0,0,2,1,0,1,0,0,0,0,0,65,0,0,0,1,0,1,1,1,1,1,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,0,0,0,0,0,1,0,0,0,42,0,0,1,0,1,1,1,1,1,1,1
13,66374,53.1,1554,0,1767.19720263553,0,2,1,1024,0,2,0,0,1,2494.41434114311,0,26.7,40,48,59.1,0,0,8,2,6,0,400,0,0,602,0,73,1,0,1,0,0,1,1,0,0,0,0
36,22000,5.1,1117,2,1767.19720263553,7,3,0,0,0.664687749743121,1,0,0,0,1117,0,0,0,0,100,0,0,0,0,6,0,1000,0,0,0,15000,30,1,1,0,0,0,1,0,0,1,1,0
6,248943,90.8,29900,0,1767.19720263553,1,2,0,31543,0,1,20147,1,1,2494.41434114311,0,11.4912303766143,37,42,37.5,0,4,14,2,3,3,0,5,11396,1577,0,63,0,0,0,0,0,1,0,0,0,1,0
6,244906,76.7,29225,1,6057,1,4,0,0,3,2,0,1,1,23168,1,0,0,0,100,0,0,5,2,4,1,1000,0,0,386,40000,63,1,0,0,1,0,0,0,0,1,0,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,0,0,0,0,0,1,0,0,0,43,0,0,0,0,1,1,1,1,1,1,0
64,0,36.0950602704023,0,0,1767.19720263553,7,3,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,93.3,1,1,1,0,0,0,0,1,0,0,0,36,0,1,0,0,0,1,0,1,1,1,0
1,237467,3.7,12523,0,1767.19720263553,0,0,0,0,0,0,0,0,0,284,1,10.5,0,0,100,0,0,0,0,11,0,2000,0,0,0,0,63,0,1,0,0,0,1,1,0,1,1,1
6,274541,33.4,19374,0,1767.19720263553,0,3,2,42545,0,1,22045,5,7,2494.41434114311,7,0,2,3,90,0,2,15,2,14,1,2205,2,15680,1810,13000,55,1,0,0,1,0,1,1,0,1,0,0
46,41884,6.4,2661,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,15,0,11.4912303766143,0,0,100,0,0,0,0,4,0,0,0,0,896,13800,68,0,0,0,1,0,1,1,0,1,1,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,0,0,0,0,0,1,0,0,0,68,0,1,0,0,1,1,1,1,1,1,0
23,62700,0.4,249,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,1,62,0,0,0,0,100,0,0,0,0,7,0,400,0,0,468,12500,39,1,0,1,0,0,1,1,0,1,1,0
2,26464,41.7,11038,0,1767.19720263553,1,0,1,5000,0.664687749743121,0,0,0,1,2494.41434114311,1,16.5,0,0,100,0,0,1,0,8,0,3000,0,0,0,0,65,1,0,1,0,0,1,0,1,1,1,0
8,372622,2.3,34314,0,1767.19720263553,0,2,1,42622,0,1,0,1,1,495,0,0,0,0,100,0,0,1,2,5,0,500,0,0,0,33000,41,0,1,0,0,0,1,1,0,1,1,0
171,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,1,1,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,1,0,1,1,1,1,1,0
56,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,0,0,0,0,0,0,0,0,1,0,0,0,78,0,0,0,0,0,1,1,1,1,1,0
2,322854,33.9,11821,0,1767.19720263553,1,4,2,24188,1,0,24188,1,1,2494.41434114311,0,0.7,0,0,100,0,1,5,2,7,0,1400,1,16916,1892,0,48,1,1,0,0,0,1,0,0,1,1,0
4,156337,29.6,17134,1,0,1,4,2,24494,1,0,112300,1,1,4,0,0.9,3,4,93.9,0,0,0,4,11,0,1500,0,0,469,11500,35,1,1,0,0,0,0,0,0,1,1,0
41,0,36.0950602704023,0,0,1767.19720263553,1,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,2,3,50,0,0,13,0,0,0,0,1,0,0,0,71,0,0,0,0,0,1,0,1,1,1,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,1,0,0,0,0,1,0,0,0,45,0,0,0,1,1,1,1,1,1,1,0
11,3500,0,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,1,1,2494.41434114311,0,11.4912303766143,0,0,100,0,0,0,0,4,0,0,0,0,0,0,38,0,0,0,0,0,1,1,1,1,1,1
57,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,1,2,0,0,0,0,0,0,0,0,1,0,0,0,45,0,1,0,0,0,1,1,1,1,1,0
3,6125,100,6125,0,1767.19720263553,1,0,1,6125,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,100,0,0,0,0,0,0,0,0,0,0,0,54,1,0,0,1,0,1,0,1,1,1,0
4,60000,2.3,230,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,230,0,11.4912303766143,0,0,80,0,0,2,0,3,0,0,0,0,646,10000,55,0,0,1,0,0,1,1,1,1,1,0
29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,0,0,0,0.664687749743121,0,0,0,0,2494.41434114311,0,11.4912303766143,0,0,80.8148682071938,0,0,2,0,0,0,0,3,0,0,0,79,0,0,0,0,1,1,1,1,1,1,0
6,89651,34.9,21489,2,1200,3,2,2,27751,0,1,0,1,1,0,0,0,0,0,94.7,0,0,2,1,10,1,5600,0,21990,254,12000,30,1,0,0,0,0,0,0,0,1,0,1
